,Date,OpenPrice_TATApower,HighPrice_TATApower,LowPrice_TATApower,ClosePrice_TATApower,WAP_TATApower,NShares_TATApower,OpenPrice_JSWenergy,HighPrice_JSWenergy,LowPrice_JSWenergy,ClosePrice_JSWenergy,WAP_JSWenergy,NShares_JSWenergy,OpenPrice_BOROSILre,HighPrice_BOROSILre,LowPrice_BOROSILre,ClosePrice_BOROSILre,WAP_BOROSILre,NShares_BOROSILre,OpenPrice_PowerGridCorp,HighPrice_PowerGridCorp,LowPrice_PowerGridCorp,ClosePrice_PowerGridCorp,WAP_PowerGridCorp,NShares_PowerGridCorp
0,7-October-2022,221.3,222.9,218.85,222.55,220.88336361944272,1042282,330.0,347.5,329.55,344.9,339.0137412977748,307249,594.75,596.85,580.2,583.75,585.9207928408421,38999,204.9,209.7,203.1,209.3,205.63041501051825,1113779
1,6-October-2022,221.3,223.25,220.55,221.7,221.94500071465268,517734,301.5,334.0,298.5,330.65,322.5944594231699,465475,586.25,595.45,585.7,589.1,591.29224167923,17246,208.9,210.95,205.55,206.3,207.77181146960652,395480
2,4-October-2022,216.5,219.95,216.2,219.0,218.10595655566675,526697,293.05,299.75,291.9,293.15,295.8493918417425,66019,582.05,593.0,580.5,584.3,586.0854214123008,16682,213.35,213.35,208.05,208.5,209.380676926062,247383
3,3-October-2022,216.5,218.05,211.95,213.25,215.36030442467668,1317633,300.0,304.8,289.75,292.1,298.9101227973408,34447,578.7,592.15,571.05,580.8,585.4376401345291,21408,212.15,214.6,209.05,210.75,211.798038611102,334049
4,30-September-2022,211.75,217.0,210.2,216.5,213.86610664709056,1503876,298.0,304.5,292.15,300.2,298.94327778292563,1575626,575.1,585.0,573.6,581.5,579.4430963061009,40797,207.75,218.6,207.45,212.15,213.1535921989696,1699878
5,29-September-2022,215.8,218.0,210.5,212.25,213.10341653695488,903927,297.0,301.95,286.55,299.0,295.3513599310681,88203,591.45,597.2,578.75,583.35,586.197088994312,40261,208.2,212.1,206.1,208.5,208.85020274115527,1349504
6,28-September-2022,215.35,216.85,212.95,213.85,215.5057857231124,606925,293.7,300.75,290.45,292.15,296.1625108727167,41388,595.65,596.65,576.45,580.5,588.992227695676,18270,204.9,210.4,202.65,207.8,206.74727696735255,828029
7,27-September-2022,217.05,219.9,214.4,217.45,217.05409447064417,1741324,297.0,308.75,296.45,299.15,301.65027973127826,89014,597.4,607.15,593.05,599.65,600.093543787512,30157,206.8,207.95,201.35,204.9,204.45913695098128,873809
8,26-September-2022,222.6,223.45,212.35,215.55,216.57362780587735,3119657,314.05,314.3,293.45,296.45,301.9629706869459,206188,600.0,600.1,568.55,592.75,588.3862280398552,66541,200.1,209.3,186.35,201.25,196.60286286434007,3889601
9,23-September-2022,231.65,232.45,223.6,224.6,227.05266238816196,1544309,331.55,333.0,317.05,319.3,324.78932230810716,38941,612.0,624.5,596.45,603.55,614.7928814697032,181751,218.9,219.85,198.05,202.6,203.9689275687093,1552920
10,22-September-2022,229.5,233.6,227.3,231.65,230.43970076099572,1442058,336.0,340.35,329.25,331.5,334.5073169578477,84598,588.0,616.4,586.0,609.75,607.5795090111559,123791,224.4,226.35,219.25,220.05,221.7496084501304,299451
11,21-September-2022,235.1,236.6,230.3,231.2,233.2387488924697,678311,336.95,347.45,333.4,338.2,339.5073607978155,67384,564.0,592.0,564.0,580.2,582.4916537267081,144256,232.65,234.2,224.45,226.4,229.48445716169047,133502
12,20-September-2022,235.3,237.5,234.5,235.15,236.17664176791533,480747,344.5,353.75,333.0,338.0,345.63613483325145,150586,566.7,574.7,565.25,566.55,569.6991803649865,44166,234.0,236.1,232.0,232.55,234.6319338337873,180636
13,19-September-2022,236.0,238.0,231.8,232.25,235.29762357337856,2730402,326.85,348.5,319.05,345.05,333.39538504010676,130402,569.55,576.15,560.3,563.3,571.1501964200792,500458,235.65,238.15,231.55,233.0,235.7080542885026,3230813
14,16-September-2022,247.15,247.85,232.7,236.7,240.13945093050927,2072306,338.25,345.75,322.2,329.75,334.39720442632495,121907,570.0,577.45,558.65,569.55,569.1195405148547,48402,237.05,238.1,233.35,235.65,234.5250236175754,1271299
15,15-September-2022,242.0,246.8,240.0,245.25,242.76479732985513,962944,342.25,348.1,337.75,341.0,341.3190755119648,44046,576.65,582.5,564.5,565.55,570.0938224409289,49178,232.2,238.25,232.2,237.7,233.70623304138095,1293590
16,14-September-2022,236.8,244.1,236.6,241.45,240.63002871737527,1219819,338.05,356.0,337.25,344.7,346.60190721132966,179634,576.0,581.95,575.0,576.6,577.5683070420408,26498,223.15,233.1,223.15,232.5,229.89764720640608,573956
17,13-September-2022,243.0,244.9,240.1,241.0,242.32547247922616,706539,348.55,351.9,342.4,344.15,346.3654890275007,39599,588.0,591.95,581.45,587.35,586.0766168000309,51738,223.7,227.4,223.7,226.65,226.1815882131747,204771
18,12-September-2022,243.2,245.2,241.6,242.75,242.93891018040088,1780313,349.0,355.0,347.0,348.35,351.927362001587,268427,580.45,592.65,580.45,582.8,586.3918330982256,67345,223.0,224.6,222.2,224.0,223.40913784021072,427125
19,9-September-2022,246.05,246.95,241.15,242.35,243.8886399082282,1440094,352.0,355.0,345.05,347.6,349.7145609621403,81485,573.3,583.7,573.3,581.15,579.4730267465874,19853,226.9,226.9,222.55,222.95,223.28638037344487,688455
20,8-September-2022,249.45,250.0,243.45,244.9,245.98206280674736,1693576,352.95,359.95,348.0,351.65,350.9450124238918,52721,573.7,580.05,565.2,573.25,573.7833502976465,32421,225.1,226.85,223.45,224.25,224.2033154795372,844825
21,7-September-2022,247.0,251.0,245.05,246.95,247.9464876386843,2943376,358.0,366.8,350.85,352.55,357.6832907756144,125320,567.5,575.55,564.55,570.0,570.7372720597234,32684,223.0,226.85,223.0,224.45,224.97187312501012,123334
22,6-September-2022,237.3,248.0,237.3,247.35,244.69353114934427,2845405,356.55,364.9,351.4,359.2,358.6116770489801,81870,561.05,573.8,561.05,568.3,567.0733116741361,77873,223.5,227.9,223.5,225.0,225.4013349891338,966300
23,5-September-2022,235.1,238.4,235.1,236.4,236.67664904162112,733426,349.5,369.0,344.0,354.1,356.399807224026,236544,568.0,572.0,557.55,559.05,563.5844067454816,39671,224.15,225.45,221.7,223.65,223.06941220547657,2415555
24,2-September-2022,238.1,239.5,233.3,235.0,237.4312478875108,949709,355.0,358.9,343.35,349.5,347.99290863800053,144119,558.0,570.75,557.75,561.85,564.9450249100471,57808,226.3,228.75,223.85,224.2,225.6198953147596,156278
25,1-September-2022,235.8,240.15,234.45,237.1,237.21426894679783,847729,342.8,358.35,339.0,353.5,351.2703249057059,464504,568.0,571.2,554.7,557.75,560.2915682182709,57983,226.0,230.05,225.0,226.15,227.10376720408965,190725
26,30-August-2022,233.7,237.5,233.7,236.9,235.8444284518773,1817511,316.1,346.5,316.1,341.05,338.63523409154885,316137,570.0,580.8,565.0,568.2,571.0655742476279,68716,227.5,230.25,227.5,229.6,229.49799692987384,53418
27,29-August-2022,226.0,233.7,226.0,232.7,230.73646078875308,1632019,313.8,321.2,307.6,316.3,314.69313641079987,45297,526.0,576.45,526.0,565.7,559.2251608214096,92183,223.3,228.95,223.3,226.95,226.7506293510691,128704
28,26-August-2022,230.2,236.35,230.2,235.1,233.6410954327617,772261,323.95,326.75,317.1,319.25,321.1429699078549,62076,561.9,564.2,554.35,561.0,559.2670639899624,31880,226.0,231.2,226.0,230.6,228.86507159083803,95962
29,25-August-2022,230.2,233.25,228.6,229.2,231.3765974275776,1112570,321.0,327.65,319.0,321.7,323.73347581115206,51470,570.5,578.35,547.3,550.95,561.0343394225996,118843,229.35,230.7,225.15,226.25,228.39052372205543,558025
30,24-August-2022,231.6,232.8,227.5,229.5,230.13419534340667,1610190,321.0,327.8,317.85,324.45,323.43109225303493,118782,579.0,586.0,565.65,569.55,574.9599766286882,37653,225.25,229.9,225.25,229.3,227.74874138993357,1158818
31,23-August-2022,222.55,232.05,221.55,231.5,227.8857581405548,2061346,300.05,322.75,299.7,319.2,312.519213442104,82130,530.0,580.0,530.0,573.65,564.4109414885629,99895,223.45,228.7,223.45,227.25,227.58689565581665,708971
32,22-August-2022,232.3,232.5,223.0,224.2,227.31046379069053,2674547,309.4,315.5,303.0,304.55,307.9137220169196,130972,559.1,559.1,525.6,541.25,537.8610805223298,237015,226.55,230.7,225.5,225.9,227.17234534488196,758187
33,19-August-2022,238.4,241.85,231.85,232.7,236.20044245228948,2351892,328.0,329.65,313.85,316.2,319.3778155722404,48214,598.4,600.4,556.85,560.6,578.0690180286987,97844,228.8,229.6,225.75,228.05,227.23107349974785,380736
34,18-August-2022,237.15,239.7,236.0,238.0,237.43552001394076,1101807,333.0,334.05,320.4,326.75,326.4566895640448,110493,601.55,603.5,593.5,595.8,599.2484238178633,22840,228.85,231.55,227.75,231.2,229.2930711064625,874815
35,17-August-2022,238.05,241.7,236.55,237.2,239.1305684078069,2717855,335.95,340.85,330.3,332.2,334.93767331151446,84025,599.0,608.2,594.0,596.45,599.4402383676343,79541,228.0,230.9,227.7,228.35,229.17343386619007,204245
36,16-August-2022,232.4,237.45,231.35,236.0,234.00339838718853,2126597,317.4,335.5,314.0,333.25,325.4323212843462,121338,600.0,600.0,590.85,594.65,595.0806074766355,22256,230.0,230.0,227.1,228.75,228.47515969802555,68880
37,12-August-2022,229.5,235.5,228.65,232.4,233.1354705847043,2598852,313.3,321.5,312.0,319.75,317.0421519077168,126827,592.5,599.0,590.0,592.55,594.0993411277371,66629,221.6,228.6,221.6,227.8,226.7758096535565,377291
38,11-August-2022,230.45,231.4,228.35,229.45,229.87000200836528,458084,328.7,328.7,311.25,318.0,317.7066761363636,154880,611.5,616.2,590.0,591.75,595.5779011786038,132360,223.5,226.3,221.85,222.8,223.33894039735097,67950
39,10-August-2022,229.15,230.3,227.2,228.45,228.50194480741968,720894,314.5,323.85,303.25,320.75,316.4739425055603,481090,611.0,623.0,594.55,610.95,612.3234056908385,145251,220.9,224.75,220.75,223.35,221.43934568238393,574889
40,8-August-2022,231.6,232.8,227.7,228.3,230.0851597339204,2019546,286.55,317.0,284.15,311.75,305.015526867016,576227,640.0,647.0,637.2,640.65,641.9161579982848,19823,225.0,226.15,221.15,221.7,222.91315689622465,400596
41,5-August-2022,228.95,233.1,227.7,232.1,230.50454908972677,1866857,275.8,288.35,270.15,285.85,281.81699623943933,294371,640.0,644.95,632.35,637.5,637.0532840216424,14601,220.4,224.5,218.75,223.5,220.53817631848565,635407
42,4-August-2022,233.95,234.95,225.3,227.7,229.6119236813348,923339,265.5,275.0,254.6,273.75,267.48282541322317,263296,631.0,660.0,626.6,637.0,643.7262938851874,52381,223.45,224.3,219.25,220.85,221.6419558079237,393781
43,3-August-2022,232.3,237.4,231.05,232.45,233.55896772976772,1272535,261.0,266.45,254.2,264.55,261.5341810106151,339516,629.85,635.0,618.0,623.9,623.5728054981281,35794,223.2,224.75,219.7,223.45,222.27811918216716,121394
44,2-August-2022,231.0,233.5,227.35,232.6,230.35975273386612,1118471,247.95,264.0,242.75,262.0,254.794197869102,164250,620.2,643.6,619.1,629.85,629.7345879669233,70140,219.7,223.35,217.45,222.55,220.2341855942724,1188916
45,1-August-2022,221.5,231.15,221.5,230.35,225.008411065748,4090207,242.5,247.0,236.15,245.85,241.6436719122556,104850,624.0,636.15,619.0,624.95,626.1695232255097,32615,215.0,220.1,214.85,219.1,214.39961698634264,4887032
46,29-July-2022,219.95,222.6,218.8,221.9,220.71454932381556,1895119,244.75,248.35,237.0,238.3,242.2434291070472,104552,630.1,635.55,611.55,617.5,619.706006470671,78199,217.3,217.7,213.0,214.0,214.24207266011263,435865
47,28-July-2022,220.85,221.45,216.9,218.15,218.9923597357212,1046168,230.95,244.15,227.6,242.7,238.98543034445544,266856,640.0,641.0,626.1,628.65,630.5446226329618,33111,210.0,214.7,210.0,213.4,213.56430685108768,315293
48,27-July-2022,221.9,223.9,215.5,217.95,218.64265071014557,2853922,222.4,229.55,222.35,227.8,226.1967775730645,55362,620.0,638.2,620.0,631.75,628.6945667689131,32927,210.0,211.0,209.5,210.6,210.04547794795087,369036
49,26-July-2022,233.0,233.5,225.25,226.15,229.26567204172608,1171832,228.2,232.05,220.15,222.4,225.96514811108804,52967,634.0,640.3,620.85,623.5,627.08913180576,38056,208.65,211.0,207.2,209.05,208.4826231927734,517644
50,25-July-2022,231.4,233.25,229.5,232.5,231.59283316149407,1225952,238.0,238.0,227.2,229.4,232.3408749290192,89813,653.0,653.0,632.25,635.7,638.9045195482554,47549,210.0,211.1,207.45,207.95,208.26610261021904,857361
51,22-July-2022,230.5,234.0,230.2,230.85,231.77350519406133,598857,245.7,250.05,231.85,236.9,242.3783167454837,202156,661.7,667.35,646.05,652.45,655.7665742865803,46186,213.4,213.85,209.55,209.95,210.212071197488,1261449
52,21-July-2022,226.5,230.9,226.5,230.0,229.27031561424369,843403,243.9,243.9,230.0,234.2,237.30090632100803,77456,638.0,676.6,636.05,661.7,662.5781564501372,131160,210.0,212.95,209.55,212.1,210.68383287510704,221870
53,20-July-2022,230.0,230.5,226.65,227.4,228.61542833776323,1222750,239.55,248.75,234.0,241.35,241.21476501149365,150518,648.0,657.75,634.45,638.8,646.4697065695165,50506,210.6,212.35,208.5,209.25,209.80996383936585,261887
54,19-July-2022,227.05,229.55,226.5,228.15,228.06653026116877,1074248,234.0,240.95,234.0,237.0,237.68156379103323,49137,648.65,652.9,636.15,640.75,643.6570554608364,19942,210.0,211.5,209.65,209.95,210.1742080649614,481763
55,18-July-2022,226.75,228.85,225.45,227.8,225.9096654107788,2977442,228.75,236.8,228.45,233.75,233.91344004696,44293,627.0,649.0,627.0,643.8,642.2283280157491,29462,209.65,212.4,208.9,210.25,209.3940095481991,4759641
56,15-July-2022,221.45,226.25,221.45,225.05,222.9850258906708,819214,233.3,233.3,225.2,228.7,228.04662311216697,23572,625.35,631.0,619.75,626.45,625.0578684429641,16814,216.9,216.9,208.95,209.4,212.29372921296363,536392
57,14-July-2022,223.0,223.25,219.15,221.25,221.13277093878233,1200225,231.25,234.3,228.35,231.6,231.29882979735515,63066,625.1,632.65,614.9,616.8,620.228813559322,16520,219.4,219.4,212.8,214.85,213.6404118291347,570625
58,13-July-2022,222.25,223.3,219.95,220.85,221.4921168272413,652656,234.95,235.15,225.0,227.75,229.1393545607926,111428,643.9,643.9,624.85,627.05,631.4678708003278,29288,214.8,216.8,213.45,214.0,214.23593083426516,682361
59,12-July-2022,220.25,224.2,218.8,221.45,222.3525266514046,1486038,227.0,238.85,227.0,232.95,234.09656724111508,143558,637.2,658.75,635.5,636.75,646.0247070141683,68604,216.0,216.95,213.15,213.4,214.51079837695735,699920
60,11-July-2022,219.25,221.85,218.2,220.8,220.7384782443521,1579360,212.2,232.0,211.0,226.85,222.39408279965363,116643,622.0,646.15,615.8,642.4,634.5063144844397,47589,220.1,221.2,216.45,217.0,217.78463825089804,392247
61,8-July-2022,217.2,220.85,214.8,220.05,217.1265966750086,859912,219.0,219.0,210.1,212.2,213.0456492932862,45280,616.2,626.6,612.95,619.4,620.223758758643,43243,213.05,219.45,212.75,218.8,215.25034885726103,945229
62,7-July-2022,215.9,216.45,212.35,214.5,214.68823687545603,937404,211.0,217.45,210.75,215.2,214.0442466575577,78311,608.0,626.05,608.0,614.5,618.4576952964301,21877,213.0,215.2,212.0,212.55,213.26986561487777,914759
63,6-July-2022,216.1,216.1,210.1,213.95,212.4550475008034,774829,205.75,209.85,198.05,208.15,203.96384679098296,44671,610.0,616.35,603.05,607.85,608.4850851816136,31110,213.9,214.5,208.2,210.6,212.49977573256447,9417328
64,5-July-2022,214.7,217.1,212.0,212.75,214.82365781680852,1766469,204.7,209.95,201.4,202.15,206.0554289677036,40376,612.7,624.0,606.05,609.95,614.3204443851338,29974,211.2,215.95,210.95,214.1,214.37920826007087,890065
65,4-July-2022,207.35,212.5,207.35,211.5,209.6037372529206,775864,204.2,207.85,201.75,204.6,205.06681891711864,52545,614.0,614.5,600.0,604.9,605.5273764258556,39450,206.0,212.1,206.0,210.65,209.6010709627737,979119
66,1-July-2022,204.25,207.6,200.55,207.0,204.03062254999668,1505100,206.4,207.7,199.05,204.75,203.5402742009914,67177,608.8,615.0,595.55,605.9,606.1068151106272,49581,211.95,212.65,205.25,206.5,208.25174458175135,121949
67,30-June-2022,207.5,209.3,201.5,202.35,204.9403017244456,700573,216.25,219.0,206.0,208.9,212.8826415701416,62160,657.9,668.8,550.1,601.85,607.7842493230368,239304,211.55,214.7,210.4,211.85,212.65107109484845,458036
68,29-June-2022,205.75,209.7,205.65,207.2,207.90908827827695,1036665,212.4,220.9,212.1,216.25,216.86583606557377,45750,650.1,663.7,650.0,654.3,656.9770261646457,37608,210.0,214.9,208.6,211.55,211.60019578349207,418830
69,28-June-2022,206.6,209.05,204.95,208.7,207.26843871141344,594605,220.8,224.9,211.7,219.6,218.78852267788932,87442,660.5,670.0,641.3,664.55,655.8857505444942,58311,210.0,211.5,208.45,210.25,209.9614340969949,168050
70,27-June-2022,210.3,211.6,207.75,208.05,208.96368735745543,811150,208.55,222.2,208.55,219.3,217.9521957651735,104656,663.0,665.95,647.0,653.6,658.8037728316199,20038,211.3,213.0,209.8,211.6,211.10060772428676,252088
71,24-June-2022,205.0,208.75,203.8,207.85,206.15137105059208,1387075,204.05,211.4,202.3,208.55,206.6364221882296,62105,637.0,654.0,631.3,651.8,645.1804653877015,27418,212.0,212.0,207.75,208.95,209.172795925111,124077
72,23-June-2022,201.0,204.85,198.75,202.95,202.3278831250271,2028424,209.45,211.0,197.5,203.65,205.0216688669368,43934,620.0,631.9,617.3,622.35,625.7684426229508,16104,210.5,211.65,206.1,208.6,208.23576423576424,129129
73,22-June-2022,204.55,204.6,198.85,201.3,201.59509432685047,1684091,211.0,213.1,203.6,205.75,208.1129851337849,1264007,624.0,636.95,615.65,619.45,626.3014767735302,64194,210.9,211.3,208.15,210.5,209.69997200391944,100014
74,21-June-2022,198.9,207.8,192.5,204.55,200.19164017674169,1813268,197.0,213.85,192.05,210.95,204.89665709362436,174100,612.2,627.0,594.35,622.25,613.8781430999202,57666,207.25,213.25,207.25,210.4,209.95251302537687,166214
75,20-June-2022,211.3,213.05,190.0,194.75,197.3442319703438,5265949,210.25,210.25,182.0,195.95,193.54380829054705,198467,616.0,621.1,579.75,591.6,598.7743259344248,22661,208.0,210.85,206.4,208.25,208.50558384431497,196191
76,17-June-2022,209.4,214.0,207.0,210.45,210.31857702173008,2207033,210.1,219.35,205.0,210.25,210.48068455022533,116047,606.0,620.0,589.0,613.05,603.5743736485279,61507,208.0,216.95,208.0,211.55,213.7140285418697,267747
77,16-June-2022,222.75,223.3,209.0,209.85,214.9682807949542,1218284,231.95,232.8,211.0,212.6,219.8078097968464,101155,641.0,646.15,609.0,612.95,623.1902828818049,23402,222.55,223.65,215.75,216.35,218.18796872424593,194144
78,15-June-2022,220.7,222.4,218.4,218.9,219.8595508276976,1119793,228.2,230.85,224.0,225.85,226.6101885519361,53354,640.0,642.0,625.0,632.8,635.444738667171,31722,223.5,226.3,221.9,222.2,223.38494370127995,207820
79,14-June-2022,214.95,224.4,214.8,220.45,220.611035131945,1623252,230.75,236.8,222.2,227.0,228.64187547305104,50206,610.0,633.55,608.5,625.9,624.5736808236808,18648,221.0,227.25,221.0,224.0,225.10111044816725,646946
80,13-June-2022,223.95,226.4,218.9,219.5,221.3630570579379,1002297,245.85,247.0,227.85,230.55,234.8100300902708,69790,617.0,624.95,607.65,617.05,616.4602000150387,66495,220.6,225.45,220.6,222.3,223.4325355566942,201017
81,10-June-2022,231.95,232.45,229.05,230.2,230.26748451044747,580714,244.8,259.9,239.75,247.3,251.9976542043632,157729,646.6,647.7,634.4,638.3,641.7710271355232,25907,221.2,227.45,221.2,224.5,225.25723533691104,94847
82,9-June-2022,232.5,234.7,231.4,233.0,233.3199374874143,1142170,247.85,250.45,242.0,243.45,245.16391812865496,68400,639.9,657.6,633.55,648.6,647.4626474442988,17549,223.5,225.65,221.0,224.8,223.68974676407848,172053
83,8-June-2022,233.05,236.65,231.2,233.0,233.9264302007614,1014438,255.0,255.55,247.25,248.15,251.35635201219384,47237,664.45,664.45,636.25,641.65,650.9516648535655,46881,224.55,226.35,223.5,224.65,224.72534694261188,393653
84,7-June-2022,230.95,235.4,229.55,234.7,233.36968375673527,1826948,255.0,257.95,250.4,253.3,253.92874967730833,46484,665.0,678.35,653.5,657.0,666.6459227467811,15844,224.45,226.0,223.9,224.9,224.8513908824972,110074
85,6-June-2022,231.05,233.6,227.5,232.3,231.02618650105808,1316518,262.85,264.25,254.35,256.0,257.71617144496906,76666,679.35,684.7,647.45,673.55,663.0377245508982,33400,226.35,227.2,223.75,224.6,224.80622358816748,130150
86,3-June-2022,236.9,236.9,230.3,231.05,233.4043659192252,1189257,266.2,271.6,258.3,260.85,265.5638065968624,55966,686.0,710.0,659.8,667.2,688.2849393139842,47375,225.1,228.15,225.1,225.7,226.33328352132577,1043925
87,2-June-2022,232.8,235.9,231.25,234.2,233.1618049145172,854733,266.9,272.95,262.85,264.05,266.48543178547664,64627,681.0,686.35,674.1,677.75,680.0059310767972,19558,229.25,229.3,224.75,225.6,225.9206699874256,143943
88,1-June-2022,233.8,236.15,230.6,232.65,233.6263259908808,685148,280.9,280.9,262.9,264.85,269.2666822502727,64170,668.5,689.0,661.95,674.85,677.6656641152633,111050,232.85,232.9,228.1,229.05,229.46977665865333,859402
89,31-May-2022,233.15,237.6,231.15,235.1,235.505718709764,2683385,283.0,283.5,274.1,276.4,277.51278789868155,73116,623.7,667.65,615.0,658.2,644.416173505531,91755,228.7,235.1,228.3,233.0,232.83020723724033,1718224
90,30-May-2022,227.95,233.9,217.55,233.25,230.67190230408528,2519655,287.65,290.65,282.05,284.45,285.6730254058836,80257,610.0,634.15,610.0,620.6,624.6069671324542,20324,225.0,229.85,224.55,228.3,228.25719293533956,282986
91,27-May-2022,225.7,226.9,222.8,224.7,224.44073076569936,914876,283.9,288.8,280.4,284.2,284.38702867242733,40736,602.0,614.0,602.0,606.55,607.8078089260067,18799,227.5,228.5,223.45,224.85,225.1488241353614,182504
92,26-May-2022,222.4,224.35,210.25,221.4,217.12967456748407,3890146,276.95,285.25,256.65,277.8,271.18980893866046,178058,597.95,599.9,517.1,589.6,581.8082322227215,93462,224.8,229.05,223.95,227.05,226.30199159631383,181111
93,25-May-2022,228.55,229.95,220.0,220.9,223.4803303413711,1781551,299.85,299.85,270.45,273.75,279.32232827206417,75541,626.7,629.0,584.05,590.6,600.6506267935357,33105,228.5,229.0,222.6,224.8,225.60111955594084,148809
94,24-May-2022,230.05,231.4,224.85,227.05,228.02333082512757,1108362,309.7,322.0,291.7,294.05,305.26652642315287,109809,627.2,643.85,611.0,617.25,627.555851979346,58100,224.9,229.5,224.75,227.0,227.85856860081353,505701
95,23-May-2022,235.1,236.0,228.8,229.75,232.85514148412148,1829958,294.0,325.0,286.3,310.05,311.1678841253233,311578,648.9,657.75,618.45,625.8,637.7634031991175,36260,229.2,231.45,224.1,224.55,227.0800972328024,233666
96,20-May-2022,232.5,236.0,230.35,233.25,233.283792476203,2095644,270.1,293.95,269.15,293.6,286.71790527685994,249675,635.0,651.8,635.0,640.2,642.332336414718,55170,230.35,233.05,226.85,229.05,229.50740948248307,531886
97,19-May-2022,229.1,232.55,226.5,228.45,229.38190571168604,2723434,272.15,276.55,264.65,267.25,270.1327604778692,81696,625.0,647.35,625.0,628.55,636.3015288098429,32836,224.0,229.55,221.7,228.5,224.52949244487812,260287
98,18-May-2022,243.4,243.4,236.3,237.75,239.1113185649673,2554785,282.9,295.45,276.0,278.65,285.0521548554328,137341,647.0,663.7,642.0,648.6,651.6381427475058,54726,237.5,238.3,227.1,227.85,231.30919968219712,337316
99,17-May-2022,229.0,242.4,227.75,241.25,235.52169837397085,3845749,254.15,278.3,250.15,274.55,267.3450572619675,125214,634.9,648.5,618.2,643.1,634.5087470734233,99519,234.0,239.3,232.85,238.7,235.52775,356000
100,16-May-2022,225.7,227.65,220.35,226.65,225.53962890548993,2235603,253.9,258.4,242.9,253.0,251.4047240517829,48433,598.0,647.7,590.0,629.7,623.7337833891376,147241,234.8,237.45,233.05,235.2,234.79887423164584,144790
101,13-May-2022,224.55,229.15,221.25,222.85,225.36859085533123,2842618,252.05,265.85,244.7,249.0,256.411577641488,57231,600.0,614.6,593.1,597.8,605.1919486581097,54848,241.6,241.6,233.15,236.9,236.1873994756749,406618
102,12-May-2022,226.0,227.0,217.0,219.05,221.6281238656775,3314203,255.1,262.6,237.35,251.1,251.09623374718936,163664,537.0,607.55,537.0,586.45,578.7705408753097,116256,237.25,241.85,232.2,235.7,234.58165732373575,617936
103,11-May-2022,222.5,229.75,219.55,226.55,225.10999598618153,3801866,281.95,289.25,251.2,259.3,263.86651696825635,114007,587.0,597.85,552.0,566.9,568.4069456609526,175822,243.35,248.0,238.6,239.05,243.1977379177397,331995
104,10-May-2022,229.4,234.5,220.7,222.35,227.552362874208,2038238,281.0,301.5,274.0,279.1,288.34303996407726,89080,596.0,623.25,585.15,593.35,603.5713290988757,117764,245.95,248.25,242.4,243.9,245.46780420380344,629430
105,9-May-2022,235.35,236.75,223.05,229.9,229.18101060176585,6525894,299.0,301.45,281.1,286.2,290.14285714285717,34300,633.0,633.0,587.0,595.6,600.1365180295387,197842,239.9,246.5,235.7,245.0,241.9243048002518,1283516
106,6-May-2022,243.0,246.9,240.65,245.2,243.27067568650088,3620170,303.4,308.0,294.15,300.05,299.58383170548456,33275,614.6,638.95,609.7,629.3,626.1345553414303,200817,229.3,239.0,229.3,238.25,234.60677477487673,706946
107,5-May-2022,249.0,251.3,244.9,247.55,248.1918796486132,2542156,312.3,318.05,301.0,306.0,311.190862312471,101251,712.85,725.0,640.0,649.2,668.1419852709836,343268,239.75,240.55,232.75,233.85,237.4353086281617,768611
108,4-May-2022,250.1,254.0,242.9,244.95,248.84034953605337,3581662,318.0,320.6,302.0,309.75,315.78717162808147,205217,727.6,727.6,690.0,699.65,706.920337534903,113529,232.0,239.4,232.0,237.6,232.75874354752452,4173592
109,2-May-2022,240.1,249.6,238.35,248.5,243.91736203573524,1611015,315.0,315.0,301.35,305.35,305.75528317836006,61516,705.0,730.0,690.8,724.45,711.5712970757381,127109,227.6,233.0,226.35,231.25,229.470546494801,178977
110,29-April-2022,250.95,253.25,240.85,242.3,247.4058320201505,2485691,334.5,334.5,315.0,317.2,325.0716506345781,54682,708.35,732.05,697.0,705.2,714.9295459315749,71465,235.4,236.2,226.9,227.6,231.86437164721255,748258
111,28-April-2022,250.55,250.8,244.5,248.35,247.02114531735972,1111168,340.3,345.0,328.4,330.5,333.697715105497,28579,722.0,731.9,685.4,695.7,700.3765995411675,117690,232.1,236.2,230.15,235.65,233.14683101631985,463240
112,27-April-2022,248.0,255.15,245.55,247.3,249.6117106184543,1823627,348.0,354.2,336.0,341.2,343.41043354768493,150687,747.8,747.8,706.95,720.65,720.8214880920381,74404,232.15,232.95,227.4,229.25,230.09086861643425,797360
113,26-April-2022,251.0,251.65,248.05,248.8,249.708181077654,2134841,331.25,345.9,331.0,345.9,345.17479072872624,233668,755.0,774.15,737.15,744.85,752.8949416342413,103057,224.25,232.45,224.25,231.65,226.58533030475107,686790
114,25-April-2022,247.55,251.5,244.75,247.4,247.7528665456817,3213624,339.9,339.9,328.0,329.45,332.1571581722829,34513,787.2,833.0,722.7,736.3,771.1382379647625,502192,223.0,226.8,221.6,222.9,222.86200344184712,306812
115,22-April-2022,258.1,259.0,252.3,253.25,255.7549178091288,1792109,347.4,354.0,340.8,343.5,346.3836177250844,30533,690.0,795.0,680.8,780.15,758.4763576702215,457125,226.35,230.1,224.8,225.5,226.1073807753164,1085157
